Key,Frequency,Percentage
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,16,3.19%
IncrementalCommonSharesAttributableToEquityForwardAgreements,16,3.19%
FinancingReceivableRecordedInvestment30To59DaysPastDue,16,3.19%
LongtermCommercialPaperCurrentAndNoncurrent,16,3.19%
FinancingReceivableRecordedInvestment60To89DaysPastDue,16,3.19%
DefinedBenefitPlanPlanAssetsContributionsByPlanParticipant,16,3.19%
DefinedBenefitPlanBenefitObligationContributionsByPlanParticipant,16,3.19%
ShorttermDebtMaximumAmountOutstandingDuringPeriod,16,3.19%
IncreaseDecreaseInRegulatoryAssetsAndLiabilities,16,3.19%
NetRealizedOrUnrealizedGainLossOnTradingSecurities,16,3.19%
StockIssuedDuringPeriodSharesDividendReinvestmentPlan,16,3.19%
MaturitiesOfSeniorDebt,16,3.19%
GainLossOnSaleOfProperty,16,3.19%
MultiemployerPlansWithdrawalObligation,16,3.19%
ProceedsFromCollectionOfAdvanceToAffiliate,16,3.19%
OtherNonoperatingGainsLosses,16,3.19%
AssetsHeldByInsuranceRegulators,16,3.19%
HeldToMaturitySecuritiesUnrecognizedHoldingGains,16,3.19%
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,16,3.19%
NoncashOrPartNoncashAcquisitionDebtAssumed,16,3.19%
TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseGrossOfTax,16,3.19%
PreferredStockDividendsPerShareCashPaid,16,3.19%
LineOfCreditFacilityCommitmentFeeAmount,16,3.19%
ConvertibleDebtFairValueDisclosures,16,3.19%
IncreaseDecreaseInAssetRetirementObligations,16,3.19%
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure,16,3.19%
AccountsReceivableSale,16,3.19%
GainLossOnTerminationOfLease,16,3.19%
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,16,3.19%
OtherPostretirementBenefitExpense,16,3.19%
OtherAccountsPayableAndAccruedLiabilities,16,3.19%
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssets,16,3.19%
SaleLeasebackTransactionDeferredGainNet,16,3.19%
ContractWithCustomerAssetIncreaseDecreaseForContractAcquiredInBusinessCombination,16,3.19%
UnrecordedUnconditionalPurchaseObligationPurchases,16,3.19%
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossRecovery,16,3.19%
MaximumPotentialFutureExposureOnCreditRiskDerivatives,16,3.19%
FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged,16,3.19%
RealEstateOtherAdditions,16,3.19%
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,16,3.19%
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,16,3.19%
DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld,16,3.19%
ImpairmentOfOilAndGasProperties,16,3.19%
ProceedsFromRelatedPartyDebt,16,3.19%
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,16,3.19%
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,16,3.19%
ForeignCurrencyCashFlowHedgeAssetAtFairValue,16,3.19%
StandardAndExtendedProductWarrantyAccrualForeignCurrencyTranslationGainLoss,16,3.19%
GainOnBusinessInterruptionInsuranceRecovery,16,3.19%
ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,16,3.19%
RealEstateRevenueNet,16,3.19%
LongtermDebtPercentageBearingVariableInterestAmount,16,3.19%
FeesAndCommissionsOther,16,3.19%
CapitalLeasesNetInvestmentInDirectFinancingLeases,16,3.19%
PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,16,3.19%
PublicUtilitiesPropertyPlantAndEquipmentPlantInService,16,3.19%
ProceedsFromSaleOfBuildings,16,3.19%
TimeDeposits100000OrMore,16,3.19%
TransferOfPortfolioLoansAndLeasesToHeldForSale1,16,3.19%
LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest,16,3.19%
TimeDepositsAtOrAboveFDICInsuranceLimit,16,3.19%
PrescriptionDrugBenefitReductionInAccumulatedPostretirementBenefitObligationForSubsidy,16,3.19%
SubordinatedDebt,16,3.19%
PaymentsToAcquireEquipmentOnLease,16,3.19%
PrescriptionDrugSubsidyReceiptsYearTwo1,16,3.19%
RoyaltyIncomeNonoperating,16,3.19%
PrescriptionDrugSubsidyReceiptsAfterYearFive,16,3.19%
DebtAndEquitySecuritiesUnrealizedGainLoss,16,3.19%
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,16,3.19%
SecuritiesPurchasedUnderAgreementsToResellGross,16,3.19%
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,16,3.19%
DebtAndEquitySecuritiesRealizedGainLoss,16,3.19%
CostMethodInvestmentsFairValueDisclosure,16,3.19%
GainLossOnSaleOfEquityMethodInvestments,16,3.19%
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,16,3.19%
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,16,3.19%
RepaymentsOfSubordinatedDebt,16,3.19%
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,16,3.19%
NotesReceivableRelatedPartiesNoncurrent,16,3.19%
PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear,16,3.19%
CustomerRefundLiabilityCurrent,16,3.19%
AreaOfLand,16,3.19%
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureResidualValueOfLeasedAssets,16,3.19%
InventoryWorkInProcessAndRawMaterials,15,2.99%
IndefiniteLivedIntangibleAssetsPeriodIncreaseDecrease,15,2.99%
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,15,2.99%
ForeignCurrencyDerivativeLiabilitiesAtFairValue,15,2.99%
RestrictedInvestments,15,2.99%
BasicEarningsPerShareProForma,15,2.99%
SecuritiesForReverseRepurchaseAgreements,15,2.99%
FairValueLevel2ToLevel1TransfersAmount,15,2.99%
ReinsuranceRecoverablesAllowance,15,2.99%
ObligationToReturnSecuritiesReceivedAsCollateral,15,2.99%
PayablesToBrokerDealersAndClearingOrganizations,15,2.99%
ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndAllocatedClaimAdjustmentExpenseNet,15,2.99%
WeightedAverageBasicSharesOutstandingProForma,15,2.99%
CededPremiumsWritten,15,2.99%
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentPercentageOfAmountAssumedToNet,15,2.99%
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAmountAssumedFromOtherCompanies,15,2.99%
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsGreaterThanOrEqualToOneYear,15,2.99%
IncreaseDecreaseInAssetsHeldForSale,15,2.99%
SecurityDeposit,15,2.99%
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetTransitionAssetsObligationsBeforeTax,15,2.99%
DefinedBenefitPlanAmortizationOfNetTransitionAssetObligation,15,2.99%
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetGainLossBeforeTax,15,2.99%
DebtInstrumentRedemptionPricePercentageOfPrincipalAmountRedeemed,15,2.99%
CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,15,2.99%
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,15,2.99%
WarrantsAndRightsOutstanding,15,2.99%
InterestAndDividendsPayableCurrent,15,2.99%
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPriceOfferingDate,15,2.99%
LongLivedAssetsHeldForSaleImpairmentCharge,15,2.99%
ForwardContractIndexedToIssuersEquityForwardRate,15,2.99%
PublicUtilitiesAllowanceForFundsUsedDuringConstructionAdditions,15,2.99%
DeferredIncomeTaxesAndOtherAssetsCurrent,15,2.99%
AssetsNeededForImmediateSettlementAggregateFairValue,15,2.99%
PropertyPlantAndEquipmentTransfersAndChanges,15,2.99%
GainOrLossOnSaleOfStockInSubsidiary,15,2.99%
OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,15,2.99%
PremiumsAndOtherReceivablesNet,15,2.99%
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,15,2.99%
PremiumsPercentageAssumedToNet,15,2.99%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,15,2.99%
AllowanceForLoanAndLeaseLossesProvisionForLossGross,15,2.99%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,15,2.99%
AllowanceForLoanAndLeaseLossesWriteoffsNet,15,2.99%
MortgageLoansOnRealEstateCommercialAndConsumerNet,15,2.99%
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,15,2.99%
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,15,2.99%
CapitalizedComputerSoftwareImpairments1,15,2.99%
ConvertibleLongTermNotesPayable,15,2.99%
LoansReceivableNet,15,2.99%
DerivativeLiabilityFairValueNet,15,2.99%
TransferOfInvestments,15,2.99%
ApplicationOfRecognitionProvisionsOfSFAS158EffectOnAccumulatedOtherComprehensiveIncomeNetOfTax,15,2.99%
OriginationOfNotesReceivableFromRelatedParties,15,2.99%
PaymentsToFundLongtermLoansToRelatedParties,15,2.99%
ProceedsFromSaleOfFinanceReceivables,15,2.99%
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments,15,2.99%
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,15,2.99%
BusinessAcquisitionRevenueReportedByAcquiredEntityForLastAnnualPeriod,15,2.99%
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,15,2.99%
LoansAndLeasesReceivableImpairedCommitmentToLend,15,2.99%
InterestExpenseBorrowings,15,2.99%
StraightLineRent,15,2.99%
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,15,2.99%
PrepaidPensionCosts,15,2.99%
NotionalAmountOfForeignCurrencyDerivativeSaleContracts,15,2.99%
TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxLiabilityProvisionalIncomeTaxBenefit,15,2.99%
DividendsCommonStockStock,15,2.99%
ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,15,2.99%
ConversionOfStockAmountIssued1,15,2.99%
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,15,2.99%
StockIssuedDuringPeriodSharesConversionOfUnits,15,2.99%
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,15,2.99%
CommonStockSharesHeldInEmployeeTrustShares,15,2.99%
FairValueLiabilitiesMeasuredOnRecurringBasisObligations,15,2.99%
LoansAndLeasesReceivableImpairedAverageInvestment,15,2.99%
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,15,2.99%
ProvisionForOtherLosses,15,2.99%
TimeDepositMaturitiesAfterYearFive,15,2.99%
EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit,15,2.99%
LoansHeldForSaleFairValueDisclosure,15,2.99%
LoansReceivableHeldForSaleNetNotPartOfDisposalGroup,15,2.99%
NoninterestIncomeOther,15,2.99%
DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss,15,2.99%
LoansReceivableHeldForSaleNet,15,2.99%
PrescriptionDrugSubsidyReceiptsYearFour1,15,2.99%
PrescriptionDrugSubsidyReceiptsYearFive1,15,2.99%
PrescriptionDrugSubsidyReceiptsYearThree1,15,2.99%
IncreaseDecreaseInLoansHeldForSale,15,2.99%
HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,15,2.99%
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,15,2.99%
ValuationAllowancesAndReservesPeriodIncreaseDecrease,15,2.99%
ProceedsFromOtherEquity,15,2.99%
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,15,2.99%
GainLossOnInterestRateCashFlowHedgeIneffectiveness,15,2.99%
TransferToInvestments,15,2.99%
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,15,2.99%
UnusualOrInfrequentItemInsuranceProceeds,15,2.99%
CashDividendsPaidToParentCompany,15,2.99%
NoninterestBearingDepositLiabilities,15,2.99%
ProceedsFromSaleOfInterestInPartnershipUnit,15,2.99%
AccountsReceivableRelatedParties,15,2.99%
PrepaidAdvertising,15,2.99%
OperatingLeasePaymentsUse,14,2.79%
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTaxPeriodIncreaseDecrease,14,2.79%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,14,2.79%
AccruedEmployeeBenefitsCurrentAndNoncurrent,14,2.79%
InterestRateFairValueHedgeAssetAtFairValue,14,2.79%
IndefiniteLivedIntangibleAssetsWrittenOffRelatedToSaleOfBusinessUnit,14,2.79%
SegmentReportingReconcilingItemForOperatingProfitLossFromSegmentToConsolidatedAmount,14,2.79%
IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,14,2.79%
SegmentReportingReconcilingItemsAssets,14,2.79%
ImpairmentOfLeasehold,14,2.79%
UnrecognizedTaxBenefitsDecreasesResultingFromAcquisition,14,2.79%
CurrentFederalStateAndLocalTaxExpenseBenefit,14,2.79%
PremiumsReceivableAtCarryingValue,14,2.79%
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentNetAmount,14,2.79%
IncreaseDecreaseInPremiumsReceivable,14,2.79%
ReinsuranceRecoverablesGross,14,2.79%
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAmountCededToOtherCompanies,14,2.79%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,14,2.79%
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsLessThanOneYear,14,2.79%
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationNetOfTax,14,2.79%
UnsecuredDebtCurrent,14,2.79%
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlantNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostTax,14,2.79%
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentInventory,14,2.79%
SupplierFinanceProgramObligationIncrease,14,2.79%
LossContingencyPatentsAllegedlyInfringedNumber,14,2.79%
DeferredRevenueAndCreditsCurrent,14,2.79%
PensionAndOtherPostretirementDefinedBenefitPlansNoncurrentLiabilities,14,2.79%
DecommissioningTrustAssetsAmount,14,2.79%
DeferredTaxLiabilitiesRegulatoryAssetsAndLiabilities,14,2.79%
SegmentReportingInformationInterestExpense,14,2.79%
TaxesPayable,14,2.79%
InterestIncomeSecuritiesTaxExempt,14,2.79%
JuniorSubordinatedNotes,14,2.79%
RetainedEarningsUnappropriated,14,2.79%
AssetRetirementObligationLegallyRestrictedAssetsFairValue,14,2.79%
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinOneYear,14,2.79%
ContributionsFromNoncontrollingInterests,14,2.79%
OtherComprehensiveIncomeLossForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax,14,2.79%
PercentageOfFIFOInventory,14,2.79%
InterestRateFairValueHedgeDerivativeAtFairValueNet,14,2.79%
AvailableForSaleSecuritiesPledgedAsCollateral,14,2.79%
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossWriteoffAfterRecovery,14,2.79%
FinancingReceivableAllowanceForCreditLossWriteoffAfterRecovery,14,2.79%
DisposalGroupIncludingDiscontinuedOperationCash,14,2.79%
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed,14,2.79%
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,14,2.79%
UndistributedEarningsDiluted,14,2.79%
GoodwillFairValueDisclosure,14,2.79%
GuarantyLiabilities,14,2.79%
GainLossOnSecuritizationOfFinancialAssets,14,2.79%
AmountRecognizedInNetPeriodicBenefitCostAndOtherComprehensiveIncomeLossBeforeTax,14,2.79%
ConvertibleNotesPayableCurrent,14,2.79%
ProceedsFromSaleAndCollectionOfNotesReceivable,14,2.79%
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,14,2.79%
LandImprovements,14,2.79%
CustomerAdvancesAndDeposits,14,2.79%
IncomeTaxReconciliationTaxHolidays,14,2.79%
OtherCostOfOperatingRevenue,14,2.79%
FairValueNetAssetLiability,14,2.79%
NotesPayableRelatedPartiesClassifiedCurrent,14,2.79%
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,14,2.79%
InterestReceivableCurrent,14,2.79%
SecuritiesSoldUnderAgreementsToRepurchaseAmountOffsetAgainstCollateral,14,2.79%
RealEstateOtherDeductions,14,2.79%
SaleOfStockPercentageOfOwnershipAfterTransaction,14,2.79%
ConstructionPayableCurrent,14,2.79%
OtherCommitmentsFutureMinimumPaymentsRemainderOfFiscalYear,14,2.79%
LongTermInvestmentsAndReceivablesNet,14,2.79%
OtherEmployeeRelatedLiabilitiesCurrent,14,2.79%
TradingSecuritiesUnrealizedHoldingGain,14,2.79%
NotesPayableRelatedPartiesNoncurrent,14,2.79%
IncomeTaxReconciliationTaxContingenciesOther,14,2.79%
PaymentsToAcquireRestrictedInvestments,14,2.79%
DepositsAssetsCurrent,14,2.79%
LossOnSaleOfInvestments,14,2.79%
AmortizationOfRegulatoryAsset,14,2.79%
GuaranteesFairValueDisclosure,14,2.79%
ProceedsFromSaleOfOtherAssetsInvestingActivities,14,2.79%
DerivativeBasisSpreadOnVariableRate,14,2.79%
FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,14,2.79%
LoansAndLeasesReceivableImpairedAtCarryingValue,14,2.79%
FinancingReceivableModificationsSubsequentDefaultNumberOfContracts1,14,2.79%
LoansAndLeasesReceivableImpairedAllowanceForLoanLosses,14,2.79%
NumberOfForeignCurrencyDerivativesHeld,14,2.79%
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,14,2.79%
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,14,2.79%
IncreaseDecreaseInRestrictedCashAndInvestments,14,2.79%
IncreaseDecreaseInFinanceReceivables,14,2.79%
USGovernmentSecuritiesAtCarryingValue,14,2.79%
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTax,14,2.79%
SecuritiesPurchasedUnderAgreementsToResellAmountOffsetAgainstCollateral,14,2.79%
OffMarketLeaseUnfavorable,14,2.79%
DebtInstrumentIncreaseDecreaseForPeriodNet,14,2.79%
DeferredGainOnSaleOfProperty,14,2.79%
PaymentsOfDebtRestructuringCosts,14,2.79%
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,14,2.79%
ConvertibleNotesPayable,14,2.79%
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,14,2.79%
IncreaseDecreaseInAccruedSalaries,14,2.79%
ProceedsFromIssuanceOfSubordinatedLongTermDebt,14,2.79%
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,14,2.79%
EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,14,2.79%
RelatedPartyTransactionDueFromToRelatedParty,14,2.79%
LoansHeldForSaleMortgages,14,2.79%
TemporaryEquitySharesIssued,14,2.79%
EnergyRelatedInventoryNaturalGasInStorage,14,2.79%
DerivativeFairValueAmountOffsetAgainstCollateralNet,14,2.79%
PaymentsToAcquireBuildings,14,2.79%
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet,14,2.79%
RepaymentOfNotesReceivableFromRelatedParties,14,2.79%
PaymentsToAcquireAssetsInvestingActivities,14,2.79%
IncreaseDecreaseInDerivativeAssetsAndLiabilities,14,2.79%
PaymentForContingentConsiderationLiabilityInvestingActivities,14,2.79%
IncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,14,2.79%
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentInLeveragedLeasesNet,14,2.79%
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureRentalReceivablesNet,14,2.79%
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureDeferredIncome,14,2.79%
StockholdersEquityBeforeTreasuryStock,14,2.79%
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPrice,13,2.59%
ValueAddedTaxReceivable,13,2.59%
FairValueAssetsMeasuredOnRecurringBasisTradingAccountAssets,13,2.59%
RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent,13,2.59%
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments,13,2.59%
UnrealizedGainOnSecurities,13,2.59%
InventoryWorkInProcessAndRawMaterialsNetOfReserves,13,2.59%
ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,13,2.59%
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,13,2.59%
FairValueAdjustmentOfWarrants,13,2.59%
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetRevenue,13,2.59%
IncreaseDecreaseInUnearnedPremiums,13,2.59%
SupplementaryInsuranceInformationPremiumsWritten,13,2.59%
ReceivablesFromBrokersDealersAndClearingOrganizations,13,2.59%
SupplementaryInsuranceInformationUnearnedPremiums,13,2.59%
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,13,2.59%
SupplementaryInsuranceInformationDeferredPolicyAcquisitionCosts,13,2.59%
OtherInvestmentsAndSecuritiesAtCost,13,2.59%
ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss,13,2.59%
AdvancesFromFederalHomeLoanBanks,13,2.59%
DefinedBenefitPlanFundedPercentage,13,2.59%
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,13,2.59%
DeferredTaxAssetIntraEntityTransferAssetOtherThanInventory,13,2.59%
CostOfGoodsSoldAmortization,13,2.59%
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationBeforeTax,13,2.59%
LongTermDebtPercentageBearingVariableInterestRate,13,2.59%
ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivables,13,2.59%
DefinedBenefitPlanDivestituresPlanAssets,13,2.59%
InventoryLIFOReservePeriodCharge,13,2.59%
DefinedBenefitPensionPlanLiabilitiesCurrent,13,2.59%
TechnologyServicesRevenue,13,2.59%
SaleLeasebackTransactionNetBookValue,13,2.59%
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsShareBasedLiabilitiesPaid,13,2.59%
IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,13,2.59%
ProceedsFromDecommissioningFund,13,2.59%
